sample_id,x1,x2,label
class_1_181,2.391985,0.374131,class_1
class_1_102,1.332213,0.992367,class_1
class_0_029,0.554711,1.343785,class_0
class_2_191,-0.382904,2.662045,class_2
class_2_102,1.624417,1.86183,class_2
class_2_135,0.276177,2.823655,class_2
class_2_089,2.527428,3.863465,class_2
class_2_026,-0.973118,3.840712,class_2
class_1_159,3.406153,2.031479,class_1
class_1_094,2.784084,1.279528,class_1
class_1_059,1.881635,1.537641,class_1
class_0_086,0.221068,0.819032,class_0
class_2_016,4.406373,4.162879,class_2
class_0_190,-1.390488,1.249419,class_0
class_0_126,-0.083762,-0.75516,class_0
class_2_036,0.434768,3.261746,class_2
class_0_135,0.949603,-1.155959,class_0
class_1_084,2.30891,0.488781,class_1
class_1_190,4.072712,-0.630516,class_1
class_2_164,0.23118,3.638166,class_2
class_0_182,-1.67553,0.942254,class_0
class_0_022,-2.349868,-0.928028,class_0
class_0_017,-0.548363,-0.316521,class_0
class_1_151,2.767372,1.369824,class_1
class_2_024,1.83292,4.408208,class_2
class_2_192,-0.458548,1.485203,class_2
class_0_180,1.82781,-0.556044,class_0
class_2_178,0.812026,2.062879,class_2
class_1_063,3.682568,1.575462,class_1
class_0_114,0.036229,-0.349108,class_0
class_0_179,-0.147041,0.060297,class_0
class_0_027,-0.240383,-0.595822,class_0
class_2_058,-0.498638,2.414355,class_2
class_0_131,-0.273947,1.155134,class_0
class_1_097,2.239819,0.089962,class_1
class_1_170,3.673317,2.124979,class_1
class_2_018,1.694815,4.609826,class_2
class_2_029,3.274339,4.551119,class_2
class_2_149,0.393485,3.154178,class_2
class_1_196,3.678464,0.011335,class_1
class_2_124,1.414942,3.862986,class_2
class_1_157,3.120699,1.536318,class_1
class_1_136,4.130597,0.287499,class_1
class_1_050,3.321825,-0.464095,class_1
class_0_094,-0.132648,-0.793022,class_0
class_1_193,2.83256,0.073782,class_1
class_1_104,3.246141,0.928714,class_1
class_0_117,0.781517,-0.157626,class_0
class_1_138,4.275119,2.416561,class_1
class_0_198,0.464438,1.734262,class_0
class_1_036,1.932398,2.56377,class_1
class_0_147,0.729413,-0.67358,class_0
class_0_158,0.663512,0.040297,class_0
class_1_162,2.27166,0.508909,class_1
class_0_186,2.231396,1.007621,class_0
class_0_150,-1.067144,-1.695681,class_0
class_2_179,-0.159331,5.094394,class_2
class_0_075,-0.689578,0.187796,class_0
class_1_152,1.83661,1.234545,class_1
class_1_099,2.243639,0.190462,class_1
class_2_076,1.031555,1.808882,class_2
class_1_089,1.989274,-0.018258,class_1
class_1_172,4.779879,-0.244063,class_1
class_0_064,1.125454,1.242306,class_0
class_2_173,2.099422,3.181822,class_2
class_0_008,0.555391,-0.88783,class_0
class_2_027,3.623193,4.300646,class_2
class_1_071,2.827633,3.59947,class_1
class_2_189,0.738569,3.709137,class_2
class_0_000,0.869591,-1.401575,class_0
class_1_165,4.071358,-0.338651,class_1
class_2_094,-0.748597,2.855145,class_2
class_0_067,-0.184708,2.010888,class_0
class_2_050,1.670915,2.443061,class_2
class_2_082,0.271114,1.692675,class_2
class_0_175,-1.364539,-2.257874,class_0
class_1_083,3.812517,0.590187,class_1
class_1_114,3.074624,2.759565,class_1
class_0_138,-0.982439,-0.042836,class_0
class_1_124,4.861754,-2.295628,class_1
class_2_046,1.508341,5.881217,class_2
class_1_045,4.074339,0.135966,class_1
class_2_060,2.304683,3.160007,class_2
class_0_134,-1.47284,0.189947,class_0
class_1_005,1.946526,1.323614,class_1
class_1_139,0.812777,0.578437,class_1
class_1_043,2.243805,2.581361,class_1
class_0_137,-0.49932,0.3913,class_0
class_0_010,-2.137964,-0.46319,class_0
class_2_186,0.493926,4.145037,class_2
class_0_028,-0.814645,-0.700248,class_0
class_1_019,2.665815,2.162216,class_1
class_0_042,-0.244791,-0.185198,class_0
class_0_132,-1.996381,-0.41091,class_0
class_1_054,2.70256,1.440135,class_1
class_1_108,2.087379,0.82935,class_1
class_1_031,3.878592,-0.79815,class_1
class_2_150,2.677112,4.460521,class_2
class_2_003,1.058506,3.456795,class_2
class_2_048,1.114567,3.664813,class_2
class_0_063,-0.130205,-0.236354,class_0
class_1_123,1.48444,1.154685,class_1
class_1_035,1.376665,1.017715,class_1
class_2_130,0.747583,1.564716,class_2
class_0_109,-0.854727,-0.681721,class_0
class_2_099,-0.636399,3.600258,class_2
class_0_140,1.453943,-1.016297,class_0
class_2_110,1.363447,5.168901,class_2
class_0_116,1.239714,1.506324,class_0
class_0_141,-1.707523,-1.230988,class_0
class_1_011,4.227563,0.989953,class_1
class_1_048,3.900683,0.211722,class_1
class_1_197,2.269872,1.678147,class_1
class_1_074,4.509371,2.945239,class_1
class_2_109,1.2436,5.352901,class_2
class_2_119,0.572738,2.161944,class_2
class_2_035,3.501396,1.883425,class_2
class_1_103,3.227581,2.272355,class_1
class_0_009,0.864798,2.543308,class_0
class_0_031,1.396869,1.66565,class_0
class_2_127,1.1187,3.447654,class_2
class_2_144,1.574942,1.237085,class_2
class_1_148,4.540474,-0.367652,class_1
class_0_076,-0.85242,0.633952,class_0
class_1_126,3.639696,0.523632,class_1
class_2_083,3.548059,3.136371,class_2
class_2_196,1.881949,2.914157,class_2
class_1_023,3.030974,1.470963,class_1
class_2_028,0.058308,2.098729,class_2
class_2_017,1.485039,5.173977,class_2
class_1_020,4.396052,-0.269483,class_1
class_0_139,1.271589,0.298781,class_0
class_1_028,4.111061,2.016902,class_1
class_0_143,0.327622,0.871833,class_0
class_1_033,1.435675,0.065863,class_1
class_0_199,-0.801969,-0.201783,class_0
class_2_143,0.266312,4.166758,class_2
class_2_152,2.728396,4.290047,class_2
class_1_184,4.644339,-0.209159,class_1
class_1_155,3.55379,2.317827,class_1
class_0_106,0.251398,0.271431,class_0
class_1_144,2.926014,-0.084024,class_1
class_0_077,0.18658,0.458553,class_0
class_2_078,0.173697,1.95333,class_2
class_2_161,0.410838,4.48486,class_2
class_1_010,2.590675,-0.200489,class_1
class_2_064,1.95469,3.571011,class_2
class_0_018,-0.647658,0.290109,class_0
class_0_127,-0.353554,0.283587,class_0
class_2_080,0.651229,3.19365,class_2
class_2_056,3.842177,4.899615,class_2
class_1_060,3.184078,1.868305,class_1
class_0_162,-0.841958,-0.034802,class_0
class_0_045,1.087136,-0.919266,class_0
class_2_112,1.348107,2.980544,class_2
class_0_095,0.106992,0.399881,class_0
class_1_086,2.152831,0.62264,class_1
class_1_131,2.523509,0.68749,class_1
class_2_129,2.09536,5.024206,class_2
class_0_192,2.449312,-1.182874,class_0
class_2_062,3.280118,2.54606,class_2
class_1_022,3.924516,1.900447,class_1
class_0_091,-1.800137,-0.834604,class_0
class_2_057,0.938863,5.072484,class_2
class_2_014,-0.379289,2.031118,class_2
class_2_165,-1.225603,2.492263,class_2
class_2_093,0.148316,2.911804,class_2
class_1_046,1.134459,1.018842,class_1
class_2_031,2.094618,4.485688,class_2
class_0_195,0.554738,0.182401,class_0
class_2_065,1.459754,2.813001,class_2
class_1_006,4.561814,1.168545,class_1
class_1_042,5.187,0.621251,class_1
class_2_044,-0.71974,2.138813,class_2
class_2_091,0.402777,3.014507,class_2
class_1_199,3.950629,1.650837,class_1
class_0_049,-0.518211,0.798423,class_0
class_0_034,1.172452,-0.855775,class_0
class_1_158,2.966714,0.182431,class_1
class_0_144,-0.192691,-0.136917,class_0
class_0_019,0.640321,0.908371,class_0
class_0_178,-0.307537,-0.492867,class_0
class_0_187,0.113901,0.83458,class_0
class_0_098,0.662166,-0.439337,class_0
class_0_052,-0.535939,1.887042,class_0
class_0_053,1.565869,-0.170372,class_0
class_0_188,0.883337,-0.945872,class_0
class_0_005,1.889443,1.549128,class_0
class_1_076,3.856667,-1.057612,class_1
class_2_070,0.712217,3.172251,class_2
class_2_075,1.921502,3.370193,class_2
class_1_039,3.717897,0.23347,class_1
class_1_088,2.783858,1.233722,class_1
class_1_189,3.618874,1.547456,class_1
class_1_003,2.10342,1.449716,class_1
class_0_069,2.592788,2.695212,class_0
class_1_171,3.1099,-0.452256,class_1
class_2_025,1.063376,4.835382,class_2
class_2_079,-0.491616,2.948945,class_2
class_1_000,4.713336,0.546686,class_1
class_1_047,3.052166,0.139331,class_1
class_1_174,2.032802,2.028714,class_1
class_1_051,3.310424,1.196643,class_1
class_2_197,1.600723,3.755086,class_2
class_0_189,-0.944208,0.535286,class_0
class_0_128,0.400251,1.070733,class_0
class_1_107,2.373394,2.409897,class_1
class_2_038,-0.780239,2.928331,class_2
class_0_030,-0.360462,-1.237791,class_0
class_1_115,3.715109,-0.546199,class_1
class_0_013,-0.100226,1.116446,class_0
class_2_092,0.397224,4.491112,class_2
class_2_073,3.433857,1.596036,class_2
class_2_194,-0.148039,2.651927,class_2
class_0_058,1.8073,-0.476802,class_0
class_1_070,2.771461,1.003401,class_1
class_1_164,2.032401,0.074606,class_1
class_0_164,-0.425337,-1.109851,class_0
class_2_126,-0.178023,3.234485,class_2
class_0_154,-0.870042,-0.910771,class_0
class_2_137,1.836361,5.190175,class_2
class_1_057,2.727622,1.132431,class_1
class_1_179,3.235906,-0.836967,class_1
class_2_084,0.357771,3.223605,class_2
class_2_008,1.207109,3.570521,class_2
class_2_174,0.049925,4.33633,class_2
class_0_113,-0.354876,1.140168,class_0
class_0_130,-0.526483,-1.166107,class_0
class_0_100,-0.061788,-1.815701,class_0
class_2_090,2.116711,5.62668,class_2
class_2_184,2.246045,2.798588,class_2
class_0_122,0.289794,-1.096637,class_0
class_1_163,5.276892,1.246206,class_1
class_0_060,-0.23109,-1.686507,class_0
class_0_174,-0.119578,-1.409792,class_0
class_1_127,3.057753,0.605134,class_1
class_1_187,3.40213,2.022047,class_1
class_2_153,2.298589,2.008709,class_2
class_2_175,0.452066,3.7834,class_2
class_2_097,-0.468882,2.546972,class_2
class_0_159,-1.729012,-0.266634,class_0
class_0_014,-0.729941,0.473852,class_0
class_1_110,1.922381,0.703822,class_1
class_2_081,0.209318,3.843334,class_2
class_2_098,0.2999,1.344831,class_2
class_2_010,1.13063,2.201262,class_2
class_1_090,1.089414,1.785637,class_1
class_1_082,4.195976,1.159984,class_1
class_0_066,-0.994935,0.979835,class_0
class_0_068,-0.00953,-0.068667,class_0
class_2_146,1.510559,4.950164,class_2
class_1_161,3.107651,-0.306479,class_1
class_1_052,2.875761,0.757087,class_1
class_2_015,1.432149,3.599077,class_2
class_0_165,-0.21226,-2.28976,class_0
class_1_027,3.076963,0.75146,class_1
class_1_034,3.295975,0.679563,class_1
class_0_026,0.915832,0.8024,class_0
class_0_121,0.033267,0.617687,class_0
class_1_078,2.974119,0.601582,class_1
class_1_135,2.107483,-1.136578,class_1
class_0_157,0.119658,0.107386,class_0
class_0_072,0.389614,-2.49418,class_0
class_2_188,1.622992,2.169355,class_2
class_1_077,2.536105,2.038179,class_1
class_0_166,-0.232045,0.072175,class_0
class_2_040,3.436433,4.02608,class_2
class_0_160,-3.123339,-0.917161,class_0
class_2_177,1.281192,3.517242,class_2
class_1_080,3.357477,-0.574274,class_1
class_1_106,1.459852,0.69488,class_1
class_1_037,3.719179,-0.491982,class_1
